"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.509008896E1,-2.392822644E-3,6.137589812E-1,9.904491425E0,9.923490122E0
2.509250651E1,4.307080805E-2,6.137589812E-1,9.894919395E0,9.914029707E0
2.509496781E1,-6.011966988E-2,6.089733839E-1,9.887741089E0,9.906658710E0
2.509742906E1,-4.815555736E-2,6.233302951E-1,9.885348320E0,9.905098234E0
2.509989036E1,-3.379862010E-2,5.922235847E-1,9.890133858E0,9.907906885E0
2.510235166E1,-2.392822690E-2,5.611169338E-1,9.854242325E0,9.870233866E0
2.510481297E1,-3.379862010E-2,5.754738450E-1,9.904491425E0,9.921253090E0
2.510727422E1,-9.571290575E-3,6.017948985E-1,9.916455269E0,9.934703509E0
2.510973552E1,-4.785645287E-3,6.089733839E-1,9.909276962E0,9.927972673E0
2.511219682E1,-2.901297435E-2,6.017948985E-1,9.904491425E0,9.922799465E0
2.511465807E1,-2.392822690E-2,6.017948985E-1,9.882955551E0,9.901289819E0
2.511711937E1,-2.632104978E-2,5.922235847E-1,9.892526627E0,9.910272682E0
2.511958062E1,-2.153540403E-2,5.946164131E-1,9.861420631E0,9.879354702E0
2.512209177E1,-1.435693540E-2,6.041877270E-1,9.863813400E0,9.882310647E0
2.512455302E1,-2.153540403E-2,6.137589812E-1,9.926325798E0,9.945305813E0
2.512701432E1,-1.435693540E-2,6.257231236E-1,9.868598938E0,9.888426596E0
2.512947557E1,-1.674975827E-2,5.970092416E-1,9.914062500E0,9.932035836E0
2.513193687E1,-1.914258115E-2,5.706881881E-1,9.899705887E0,9.916159947E0
2.513439818E1,-2.901297435E-2,5.802595019E-1,9.906884193E0,9.923905343E0
2.513685948E1,-4.576273263E-2,6.137589812E-1,9.863813400E0,9.882995958E0
2.513932073E1,-7.178467698E-3,6.113662124E-1,9.861420631E0,9.880356119E0
2.514178203E1,-0.000000000E0,6.281159520E-1,9.878170013E0,9.898119643E0
2.514424333E1,-3.619144112E-2,6.041877270E-1,9.878170013E0,9.896696188E0
2.514670458E1,2.392822644E-3,5.994020700E-1,9.914062500E0,9.932166119E0
2.514916588E1,-3.379862010E-2,5.898307562E-1,9.885348320E0,9.902987129E0
2.515162719E1,-3.140579537E-2,6.209374666E-1,9.904491425E0,9.923986096E0
2.515408635E1,-3.379862010E-2,6.137589812E-1,9.933504105E0,9.952504520E0
2.515654765E1,-2.153540403E-2,5.922235847E-1,9.899705887E0,9.917427549E0
2.515900896E1,-4.097708687E-2,5.922235847E-1,9.904491425E0,9.922265783E0
2.516147021E1,-7.178467698E-3,6.113662124E-1,9.861420631E0,9.880356119E0
2.516393151E1,-1.435693540E-2,6.233302951E-1,9.880562782E0,9.900215537E0
2.516639281E1,-5.054837838E-2,5.970092416E-1,9.897313118E0,9.915431515E0
2.516885406E1,-4.336991161E-2,5.994020700E-1,9.859027863E0,9.877327279E0
2.517131536E1,1.196411345E-2,6.305087805E-1,9.875777245E0,9.895891099E0
2.517377661E1,-1.435693540E-2,5.946164131E-1,9.878170013E0,9.896060712E0
2.517623791E1,-4.815555736E-2,5.946164131E-1,9.866206169E0,9.884225403E0
2.517869916E1,-4.785645287E-3,5.994020700E-1,9.863813400E0,9.882009944E0
2.518116047E1,-1.914258115E-2,5.635097623E-1,9.820742607E0,9.836914915E0
2.518362177E1,-2.901297435E-2,6.305087805E-1,9.887741089E0,9.907865911E0
2.518606536E1,-3.619144112E-2,6.089733839E-1,9.866206169E0,9.885048436E0
2.518852666E1,1.914258115E-2,5.922235847E-1,9.885348320E0,9.903090761E0
2.519098797E1,1.196411345E-2,6.329016089E-1,9.866206169E0,9.886492389E0
2.519344922E1,-1.435693540E-2,6.448656917E-1,9.916455269E0,9.937411282E0
2.519591052E1,-3.619144112E-2,5.682953596E-1,9.892526627E0,9.908902689E0
2.519837182E1,-2.153540403E-2,5.874379873E-1,9.909276962E0,9.926697189E0
2.520083307E1,2.392822644E-3,5.874379873E-1,9.887741089E0,9.905176069E0
2.520329437E1,-2.392822644E-3,6.017948985E-1,9.859027863E0,9.877377851E0
2.520575568E1,-2.392822690E-2,6.065805554E-1,9.878170013E0,9.896805310E0
2.520821698E1,-1.914258115E-2,6.305087805E-1,9.849455833E0,9.869634642E0
2.521067823E1,-2.632104978E-2,6.185446382E-1,9.863813400E0,9.883223415E0
2.521313953E1,-5.294119939E-2,6.137589812E-1,9.873384476E0,9.892584286E0
2.521556588E1,-1.196411345E-2,6.185446382E-1,9.875777245E0,9.895136017E0
2.521802718E1,-9.571290575E-3,5.994020700E-1,9.827920914E0,9.846187279E0
2.522048849E1,-3.140579537E-2,6.137589812E-1,9.873384476E0,9.892492477E0
2.522294979E1,-2.392822690E-2,5.946164131E-1,9.882955551E0,9.900856108E0
2.522541104E1,1.674975827E-2,5.970092416E-1,9.868598938E0,9.886654924E0
2.522787234E1,1.196411345E-2,6.137589812E-1,9.856635094E0,9.875732813E0
2.523033364E1,4.785645287E-3,6.065805554E-1,9.890133858E0,9.908718918E0
2.523279489E1,-1.914258115E-2,6.089733839E-1,9.904491425E0,9.923213461E0
2.523525620E1,-4.785645287E-3,6.233302951E-1,9.892526627E0,9.912146418E0
2.523771744E1,-1.674975827E-2,6.281159520E-1,9.909276962E0,9.929178220E0
2.524017880E1,-3.619144112E-2,6.257231236E-1,9.837491989E0,9.857438201E0
2.524264005E1,-9.571290575E-3,5.898307562E-1,9.904491425E0,9.922043253E0
2.524510958E1,9.571290575E-3,5.730810165E-1,9.899705887E0,9.916284088E0
2.524757088E1,-3.379862010E-2,6.065805554E-1,9.880562782E0,9.899222354E0
2.525003213E1,-3.379862010E-2,6.041877270E-1,9.938289642E0,9.956695545E0
2.525249344E1,-4.097708687E-2,5.491527915E-1,9.868598938E0,9.883951280E0
2.525495474E1,-2.632104978E-2,5.970092416E-1,9.914062500E0,9.932056589E0
2.525741604E1,-0.000000000E0,6.305087805E-1,9.911669731E0,9.931703690E0
2.525987734E1,-1.914258115E-2,6.017948985E-1,9.875777245E0,9.894114398E0
2.526233859E1,2.153540403E-2,6.185446382E-1,9.854242325E0,9.873659557E0
2.526479989E1,-1.674975827E-2,5.754738450E-1,9.885348320E0,9.902098874E0
2.526726120E1,4.785645287E-3,5.994020700E-1,9.878170013E0,9.896340160E0
2.526972245E1,-7.178467698E-3,6.257231236E-1,9.882955551E0,9.902746659E0
2.527218375E1,-4.815555736E-2,6.089733839E-1,9.885348320E0,9.904205114E0
2.527463693E1,-4.576273263E-2,5.946164131E-1,9.880562782E0,9.898544529E0
2.527709823E1,-1.196411345E-2,5.874379873E-1,9.880562782E0,9.898017348E0
2.527955948E1,-2.153540403E-2,6.113662124E-1,9.899705887E0,9.918589066E0
2.528202083E1,-3.140579537E-2,6.305087805E-1,9.875777245E0,9.895933702E0
2.528448208E1,-2.901297435E-2,6.376872063E-1,9.851848602E0,9.872507666E0
2.528694338E1,-2.632104978E-2,6.305087805E-1,9.873384476E0,9.893530974E0
2.528940463E1,-2.392822690E-2,6.065805554E-1,9.923933029E0,9.942482552E0
2.529186594E1,-2.392822644E-3,6.161518097E-1,9.897313118E0,9.916473957E0
2.529432724E1,-4.097708687E-2,6.161518097E-1,9.878170013E0,9.897452449E0
2.529678854E1,-1.196411345E-2,6.113662124E-1,9.823135376E0,9.842149176E0
2.529924984E1,-5.772684515E-2,6.017948985E-1,9.844670296E0,9.863215638E0
2.530171109E1,-7.178467698E-3,5.730810165E-1,9.931111336E0,9.947635184E0
2.530417911E1,9.571290575E-3,6.017948985E-1,9.887741089E0,9.906042224E0
2.530664041E1,-2.632104978E-2,6.113662124E-1,9.868598938E0,9.887553107E0
2.530910166E1,-1.674975827E-2,6.185446382E-1,9.844670296E0,9.864097083E0
2.531156302E1,-1.196411345E-2,6.041877270E-1,9.854242325E0,9.872754314E0
2.531402427E1,-9.571290575E-3,6.137589812E-1,9.899705887E0,9.918718080E0
2.531648557E1,-1.914258115E-2,6.161518097E-1,9.914062500E0,9.933209187E0
2.531894687E1,-1.914258115E-2,5.946164131E-1,9.890133858E0,9.908011044E0
2.532140812E1,-3.379862010E-2,5.826523304E-1,9.909276962E0,9.926449315E0
2.532386942E1,-3.140579537E-2,5.970092416E-1,9.885348320E0,9.903409401E0
2.532633068E1,-4.785645287E-3,5.778666735E-1,9.921540260E0,9.938355696E0
2.532879198E1,-3.379862010E-2,6.089733839E-1,9.894919395E0,9.913698642E0
2.533125328E1,-1.914258115E-2,6.400800347E-1,9.849455833E0,9.870250711E0
2.533370479E1,-0.000000000E0,6.233302951E-1,9.870991707E0,9.890653059E0
2.533616609E1,1.435693540E-2,6.161518097E-1,9.887741089E0,9.906930555E0
2.533862734E1,-0.000000000E0,5.970092416E-1,9.904491425E0,9.922467960E0
2.534108870E1,-1.196411345E-2,5.970092416E-1,9.909276962E0,9.927252041E0
2.534354995E1,-5.054837838E-2,5.946164131E-1,9.875777245E0,9.893790982E0
2.534601125E1,-1.914258115E-2,6.209374666E-1,9.894919395E0,9.914401627E0
2.534847250E1,-2.632104978E-2,6.065805554E-1,9.885348320E0,9.903976180E0
2.535093380E1,-1.914258115E-2,5.850451589E-1,9.880562782E0,9.897886904E0
2.535339510E1,-3.140579537E-2,6.065805554E-1,9.866206169E0,9.884884950E0
2.535585640E1,-4.097708687E-2,6.376872063E-1,9.868598938E0,9.889265347E0
2.535831771E1,-4.097708687E-2,6.400800347E-1,9.856635094E0,9.877481306E0
2.536077896E1,-4.097708687E-2,6.352944374E-1,9.892526627E0,9.912989519E0
2.536326026E1,-2.392822690E-2,6.305087805E-1,9.919147491E0,9.939195181E0
2.536572156E1,-3.140579537E-2,6.113662124E-1,9.882955551E0,9.901897060E0
2.536818281E1,-4.576273263E-2,5.970092416E-1,9.882955551E0,9.901076946E0
2.537064411E1,-3.379862010E-2,6.281159520E-1,9.880562782E0,9.900565281E0
2.537310541E1,-2.392822690E-2,6.041877270E-1,9.859027863E0,9.877552620E0
2.537556672E1,-4.336991161E-2,5.874379873E-1,9.904491425E0,9.921991469E0
2.537802802E1,-4.815555736E-2,6.161518097E-1,9.875777245E0,9.895096674E0
2.538048927E1,7.178467698E-3,6.041877270E-1,9.887741089E0,9.906185854E0
2.538295057E1,-6.011966988E-2,6.041877270E-1,9.868598938E0,9.887259589E0
2.538541187E1,-2.153540403E-2,5.970092416E-1,9.859027863E0,9.877110620E0
2.538787318E1,-6.011966988E-2,6.520441771E-1,9.904491425E0,9.926113356E0
2.539033443E1,-4.336991161E-2,6.376872063E-1,9.878170013E0,9.898826634E0
2.539277088E1,2.632104978E-2,5.970092416E-1,9.870991707E0,9.889064167E0
2.539523218E1,-4.785645287E-3,6.305087805E-1,9.894919395E0,9.914988354E0
2.539769344E1,-2.153540403E-2,5.850451589E-1,9.863813400E0,9.881171813E0
2.540015479E1,-9.571290575E-3,6.089733839E-1,9.875777245E0,9.894539725E0
2.540261604E1,-2.901297435E-2,6.520441771E-1,9.904491425E0,9.925973692E0
2.540507734E1,1.914258115E-2,6.257231236E-1,9.851848602E0,9.871718024E0
2.540753864E1,-0.000000000E0,5.946164131E-1,9.866206169E0,9.884108096E0
2.540999989E1,-9.601201117E-2,5.946164131E-1,9.904491425E0,9.922788790E0
2.541246120E1,-3.379862010E-2,6.257231236E-1,9.885348320E0,9.905189710E0
2.541492250E1,-1.914258115E-2,6.113662124E-1,9.875777245E0,9.894701171E0
2.541738375E1,-1.435693540E-2,6.113662124E-1,9.887741089E0,9.906634071E0
2.541984505E1,-3.858426586E-2,5.826523304E-1,9.870991707E0,9.888248063E0
2.542230864E1,-3.140579537E-2,6.017948985E-1,9.870991707E0,9.889369075E0
2.542476994E1,-3.140579537E-2,5.994020700E-1,9.892526627E0,9.910719057E0
2.542723125E1,-2.632104978E-2,5.730810165E-1,9.890133858E0,9.906758419E0
2.542969250E1,-6.490531564E-2,6.233302951E-1,9.887741089E0,9.907581804E0
2.543215380E1,-5.054837838E-2,6.017948985E-1,9.904491425E0,9.922885801E0
2.543461510E1,-2.632104978E-2,6.017948985E-1,9.868598938E0,9.886965910E0
2.543707640E1,-1.674975827E-2,6.041877270E-1,9.863813400E0,9.882314413E0
2.543953765E1,-5.294119939E-2,6.257231236E-1,9.868598938E0,9.888557893E0
2.544199896E1,-4.785645287E-3,6.233302951E-1,9.897313118E0,9.916923440E0
2.544446021E1,-4.097708687E-2,6.281159520E-1,9.902098656E0,9.922084789E0
2.544692156E1,-2.392822690E-2,5.802595019E-1,9.887741089E0,9.904781547E0
2.544938281E1,-1.914258115E-2,6.089733839E-1,9.909276962E0,9.927989975E0
2.545184859E1,-4.815555736E-2,6.376872063E-1,9.914062500E0,9.934666536E0
2.545430989E1,-5.054837838E-2,6.185446382E-1,9.844670296E0,9.864212378E0
2.545677114E1,-3.379862010E-2,6.233302951E-1,9.887741089E0,9.907426853E0
2.545923250E1,-3.858426586E-2,6.065805554E-1,9.887741089E0,9.906404623E0
2.546169375E1,-1.674975827E-2,5.826523304E-1,9.875777245E0,9.892964191E0
2.546415505E1,-4.097708687E-2,5.706881881E-1,9.897313118E0,9.913837354E0
2.546661635E1,-2.392822644E-3,6.065805554E-1,9.921540260E0,9.940065736E0
2.546907760E1,-2.901297435E-2,6.257231236E-1,9.921540260E0,9.941294298E0
2.547153890E1,-1.914258115E-2,6.113662124E-1,9.863813400E0,9.882760236E0
2.547400021E1,4.785645287E-3,5.730810165E-1,9.856635094E0,9.873282135E0
2.547646146E1,-3.858426586E-2,6.520441771E-1,9.919147491E0,9.940630629E0
2.547892276E1,-2.392822690E-2,6.233302951E-1,9.894919395E0,9.914562172E0
2.548138698E1,-3.379862010E-2,5.706881881E-1,9.875777245E0,9.892310324E0
2.548384828E1,-5.533402413E-2,6.065805554E-1,9.866206169E0,9.884989934E0
2.548630958E1,-5.533402413E-2,6.041877270E-1,9.861420631E0,9.880066879E0
2.548877083E1,-5.054837838E-2,6.017948985E-1,9.904491425E0,9.922885801E0
2.549123213E1,-2.392822644E-3,6.041877270E-1,9.856635094E0,9.875135640E0
2.549369344E1,-0.000000000E0,5.922235847E-1,9.851848602E0,9.869632701E0
2.549615468E1,-0.000000000E0,6.113662124E-1,9.873384476E0,9.892294458E0
2.549861599E1,-1.674975827E-2,6.233302951E-1,9.868598938E0,9.888279234E0
2.550107729E1,-2.632104978E-2,6.281159520E-1,9.873384476E0,9.893378768E0
2.550353854E1,-3.858426586E-2,6.041877270E-1,9.890133858E0,9.908646693E0
2.550599989E1,-3.858426586E-2,5.682953596E-1,9.899705887E0,9.916079115E0
2.550846114E1,-4.097708687E-2,5.874379873E-1,9.914062500E0,9.931535519E0
2.551091651E1,-1.914258115E-2,6.137589812E-1,9.890133858E0,9.909178283E0
2.551337781E1,1.435693540E-2,6.281159520E-1,9.885348320E0,9.905293897E0
2.551583911E1,-0.000000000E0,6.352944374E-1,9.868598938E0,9.889026445E0
2.551830036E1,-1.435693540E-2,6.568298340E-1,9.885348320E0,9.907156149E0
2.552076166E1,-1.914258115E-2,5.994020700E-1,9.882955551E0,9.901134264E0
2.552322297E1,-2.901297435E-2,6.065805554E-1,9.873384476E0,9.892042394E0
2.552568427E1,7.178467698E-3,6.113662124E-1,9.923933029E0,9.942749466E0
2.552814552E1,9.571290575E-3,6.185446382E-1,9.861420631E0,9.880804924E0
2.553060682E1,-2.392822644E-3,6.113662124E-1,9.887741089E0,9.906623956E0
2.553306812E1,-2.901297435E-2,5.730810165E-1,9.897313118E0,9.913933153E0
2.553552942E1,-4.336991161E-2,5.898307562E-1,9.849455833E0,9.867196232E0
2.553799068E1,-9.571290575E-3,6.185446382E-1,9.914062500E0,9.933344066E0
2.554046302E1,-4.785645287E-3,6.041877270E-1,9.868598938E0,9.887077966E0
2.554292432E1,-4.785645287E-3,6.281159520E-1,9.899705887E0,9.919613359E0
2.554538562E1,-5.772684515E-2,5.994020700E-1,9.868598938E0,9.886954042E0
2.554784692E1,-1.914258115E-2,6.329016089E-1,9.856635094E0,9.876952276E0
2.555030818E1,-4.785645287E-3,6.472585201E-1,9.885348320E0,9.906516941E0
2.555276948E1,-2.392822644E-3,5.826523304E-1,9.887741089E0,9.904893402E0
2.555523073E1,2.392822644E-3,6.400800347E-1,9.861420631E0,9.882172081E0
2.555769203E1,-2.392822644E-3,6.089733839E-1,9.904491425E0,9.923195286E0
2.556015333E1,-4.097708687E-2,6.089733839E-1,9.887741089E0,9.906561035E0
2.556261463E1,-2.392822690E-2,6.137589812E-1,9.911669731E0,9.930683235E0
2.556507588E1,-4.576273263E-2,6.089733839E-1,9.870991707E0,9.889864513E0
2.556753719E1,-5.054837838E-2,6.113662124E-1,9.882955551E0,9.901976278E0
2.556999692E1,-1.914258115E-2,6.329016089E-1,9.878170013E0,9.898442994E0
2.557245823E1,-1.196411345E-2,6.185446382E-1,9.914062500E0,9.933346660E0
2.557491953E1,-2.153540403E-2,6.233302951E-1,9.904491425E0,9.924109774E0
2.557738083E1,-5.533402413E-2,6.257231236E-1,9.868598938E0,9.888570993E0
2.557984208E1,-4.815555736E-2,6.305087805E-1,9.856635094E0,9.876898078E0
2.558230338E1,-0.000000000E0,5.922235847E-1,9.875777245E0,9.893518331E0
2.558476463E1,-5.294119939E-2,6.137589812E-1,9.854242325E0,9.873479359E0
2.558722594E1,-5.294119939E-2,6.520441771E-1,9.902098656E0,9.923684909E0
2.558968724E1,-1.674975827E-2,6.472585201E-1,9.880562782E0,9.901754645E0
2.559214849E1,-2.901297435E-2,6.472585201E-1,9.878170013E0,9.899395343E0
2.559460979E1,1.196411345E-2,6.065805554E-1,9.861420631E0,9.880065788E0
2.559707109E1,-0.000000000E0,5.922235847E-1,9.894919395E0,9.912626222E0
2.559951338E1,-6.011966988E-2,6.113662124E-1,9.926325798E0,9.945316831E0
2.560197469E1,-6.011966988E-2,6.233302951E-1,9.928718567E0,9.948447488E0
2.560443594E1,2.392822644E-3,5.874379873E-1,9.842277527E0,9.859792900E0
2.560689729E1,-9.571290575E-3,6.065805554E-1,9.870991707E0,9.889616214E0
2.560935854E1,-9.571290575E-3,6.233302951E-1,9.878170013E0,9.897821734E0
2.561181984E1,-2.392822690E-2,6.329016089E-1,9.875777245E0,9.896065541E0
2.561428114E1,-9.571290575E-3,6.233302951E-1,9.842277527E0,9.862000770E0
2.561674239E1,-3.619144112E-2,5.898307562E-1,9.866206169E0,9.883887611E0
2.561920370E1,-1.435693540E-2,5.850451589E-1,9.914062500E0,9.931320114E0
2.562166500E1,-2.392822690E-2,5.922235847E-1,9.919147491E0,9.936839955E0
2.562412625E1,-9.571290575E-3,5.970092416E-1,9.894919395E0,9.912917910E0
2.562658755E1,-5.772684515E-2,5.778666735E-1,9.808777809E0,9.825954630E0
2.562907620E1,-1.435693540E-2,5.898307562E-1,9.851848602E0,9.869499852E0
2.563153750E1,-2.153540403E-2,6.137589812E-1,9.933504105E0,9.952470430E0
2.563399880E1,-4.576273263E-2,6.137589812E-1,9.851848602E0,9.871054412E0
2.563646010E1,-3.140579537E-2,5.635097623E-1,9.904491425E0,9.920558450E0
2.563892135E1,-1.674975827E-2,6.017948985E-1,9.926325798E0,9.944565426E0
2.564138265E1,-4.097708687E-2,6.305087805E-1,9.882955551E0,9.903132377E0
2.564384396E1,-4.785645287E-3,6.137589812E-1,9.902098656E0,9.921102800E0
2.564630521E1,-4.815555736E-2,6.041877270E-1,9.909276962E0,9.927795913E0
2.564876651E1,-4.815555736E-2,6.448656917E-1,9.894919395E0,9.916027459E0
2.565122781E1,-7.178467698E-3,5.826523304E-1,9.866206169E0,9.883398173E0
2.565368906E1,-2.901297435E-2,5.611169338E-1,9.851848602E0,9.867857663E0
2.565615036E1,-1.674975827E-2,6.257231236E-1,9.894919395E0,9.914698171E0
2.565857932E1,-2.153540403E-2,5.970092416E-1,9.916455269E0,9.934433497E0
2.566104062E1,-9.571290575E-3,6.209374666E-1,9.919147491E0,9.938568403E0
2.566350187E1,-2.392822644E-3,5.994020700E-1,9.894919395E0,9.913057975E0
2.566596323E1,-1.674975827E-2,5.778666735E-1,9.909276962E0,9.926126151E0
2.566842448E1,-7.178467698E-3,5.874379873E-1,9.875777245E0,9.893235624E0
2.567088578E1,-9.571290575E-3,6.161518097E-1,9.887741089E0,9.906924775E0
2.567334708E1,-2.392822644E-3,6.161518097E-1,9.894919395E0,9.914084860E0
2.567580833E1,-1.435693540E-2,6.065805554E-1,9.904491425E0,9.923058826E0
2.567826963E1,-2.632104978E-2,5.898307562E-1,9.887741089E0,9.905352945E0
2.568073094E1,-3.140579537E-2,6.113662124E-1,9.854242325E0,9.873238920E0
2.568319224E1,-4.815555736E-2,6.568298340E-1,9.868598938E0,9.890550510E0
2.568565349E1,-2.153540403E-2,5.994020700E-1,9.859027863E0,9.877255540E0
2.568810859E1,2.392822644E-3,5.970092416E-1,9.892526627E0,9.910525153E0
2.569056989E1,1.435693540E-2,5.635097623E-1,9.882955551E0,9.899018123E0
2.569303120E1,-6.011966988E-2,5.898307562E-1,9.904491425E0,9.922220773E0
2.569549250E1,-5.294119939E-2,5.994020700E-1,9.902098656E0,9.920365084E0
2.569795375E1,-2.153540403E-2,5.994020700E-1,9.882955551E0,9.901139179E0
2.570041505E1,-9.571290575E-3,6.257231236E-1,9.868598938E0,9.888420806E0
2.570287635E1,2.392822690E-2,6.329016089E-1,9.849455833E0,9.869798236E0
2.570533760E1,1.435693540E-2,6.305087805E-1,9.899705887E0,9.919774397E0
2.570779890E1,1.196411345E-2,5.874379873E-1,9.851848602E0,9.869353951E0
2.571026015E1,-5.054837838E-2,5.874379873E-1,9.890133858E0,9.907693286E0
2.571272146E1,-1.196411345E-2,5.970092416E-1,9.899705887E0,9.917698313E0
2.571518276E1,-3.140579537E-2,5.994020700E-1,9.842277527E0,9.860562666E0
2.571765271E1,-1.674975827E-2,5.874379873E-1,9.909276962E0,9.926687960E0
2.572011401E1,-0.000000000E0,6.305087805E-1,9.873384476E0,9.893495961E0
2.572257526E1,-4.576273263E-2,5.922235847E-1,9.890133858E0,9.907954921E0
2.572503656E1,-2.153540403E-2,5.850451589E-1,9.861420631E0,9.878783249E0
2.572749786E1,-7.178467698E-3,6.065805554E-1,9.899705887E0,9.918274454E0
2.572995916E1,-4.336991161E-2,5.898307562E-1,9.882955551E0,9.900635924E0
2.573242041E1,-2.392822644E-3,6.137589812E-1,9.856635094E0,9.875725856E0
2.573488172E1,-5.054837838E-2,6.161518097E-1,9.839884758E0,9.859286498E0
2.573734302E1,-2.901297435E-2,5.706881881E-1,9.870991707E0,9.887517587E0
2.573980427E1,-5.294119939E-2,5.994020700E-1,9.914062500E0,9.932306926E0
2.574226562E1,-4.097708687E-2,5.826523304E-1,9.894919395E0,9.912143699E0
2.574472687E1,-2.153540403E-2,5.587241054E-1,9.916455269E0,9.932206275E0
2.574719510E1,-1.196411345E-2,5.970092416E-1,9.919147491E0,9.937104716E0
2.574965640E1,-2.632104978E-2,6.329016089E-1,9.899705887E0,9.919951305E0
2.575211765E1,-1.674975827E-2,6.113662124E-1,9.861420631E0,9.880367709E0
2.575457896E1,-2.392822644E-3,6.065805554E-1,9.861420631E0,9.880058834E0
2.575704026E1,-1.196411345E-2,6.161518097E-1,9.904491425E0,9.923645327E0
2.575950156E1,-4.576273263E-2,6.137589812E-1,9.882955551E0,9.902101027E0
2.576196286E1,-2.901297435E-2,6.161518097E-1,9.847063065E0,9.866363859E0
2.576442416E1,-1.196411345E-2,6.089733839E-1,9.837491989E0,9.856329964E0
2.576688541E1,-9.571290575E-3,6.065805554E-1,9.921540260E0,9.940070056E0
2.576934672E1,-3.619144112E-2,5.802595019E-1,9.916455269E0,9.933483579E0
2.577180802E1,-4.576273263E-2,6.089733839E-1,9.863813400E0,9.882699915E0
2.577426927E1,-5.294119939E-2,6.113662124E-1,9.866206169E0,9.885271650E0
2.577676573E1,-3.379862010E-2,6.233302951E-1,9.921540260E0,9.941159094E0
2.577922698E1,-3.619144112E-2,6.065805554E-1,9.940682411E0,9.959237751E0
2.578168828E1,-2.392822690E-2,6.017948985E-1,9.880562782E0,9.898901482E0
2.578414958E1,2.153540403E-2,6.448656917E-1,9.882955551E0,9.903995454E0
2.578661088E1,-5.054837838E-2,6.233302951E-1,9.849455833E0,9.869289539E0
2.578907213E1,-5.054837838E-2,5.922235847E-1,9.856635094E0,9.874539953E0
2.579153344E1,-3.379862010E-2,6.017948985E-1,9.899705887E0,9.918037915E0
2.579399468E1,-5.054837838E-2,6.281159520E-1,9.847063065E0,9.867205065E0
2.579645599E1,-5.772684515E-2,6.041877270E-1,9.863813400E0,9.882468821E0
2.579891729E1,2.392822644E-3,5.802595019E-1,9.868598938E0,9.885643723E0
2.580137859E1,-1.196411345E-2,6.281159520E-1,9.851848602E0,9.871858674E0
2.580383984E1,-3.140579537E-2,6.305087805E-1,9.823135376E0,9.843399629E0
2.580625937E1,7.178467698E-3,6.185446382E-1,9.870991707E0,9.890355215E0
2.580872073E1,2.392822644E-3,6.185446382E-1,9.904491425E0,9.923787260E0
2.581118198E1,-5.054837838E-2,6.017948985E-1,9.911669731E0,9.930050810E0
2.581364328E1,-2.632104978E-2,5.635097623E-1,9.926325798E0,9.942342777E0
2.581610453E1,-4.576273263E-2,6.352944374E-1,9.892526627E0,9.913010456E0
2.581856588E1,2.632104978E-2,6.281159520E-1,9.897313118E0,9.917259168E0
2.582102713E1,7.178467698E-3,5.946164131E-1,9.916455269E0,9.934269239E0
2.582348844E1,-6.251249462E-2,6.017948985E-1,9.868598938E0,9.887128497E0
2.582594968E1,-9.571290575E-3,6.137589812E-1,9.882955551E0,9.901999905E0
2.582841099E1,2.392822644E-3,5.874379873E-1,9.878170013E0,9.895621857E0
2.583087229E1,-4.815555736E-2,6.185446382E-1,9.861420631E0,9.880917634E0
2.583333359E1,-5.294119939E-2,6.113662124E-1,9.899705887E0,9.918706975E0
2.583581661E1,-2.392822644E-3,5.922235847E-1,9.873384476E0,9.891130143E0
2.583827786E1,-2.632104978E-2,5.802595019E-1,9.880562782E0,9.897621673E0
2.584073916E1,-0.000000000E0,6.400800347E-1,9.827920914E0,9.848742658E0
2.584320047E1,-2.632104978E-2,6.065805554E-1,9.851848602E0,9.870539684E0
2.584566177E1,7.178467698E-3,5.898307562E-1,9.909276962E0,9.926818310E0
2.584812307E1,3.589234129E-2,6.161518097E-1,9.878170013E0,9.897432704E0
2.585058437E1,4.785645287E-3,6.161518097E-1,9.885348320E0,9.904533172E0
2.585304562E1,-3.140579537E-2,6.065805554E-1,9.902098656E0,9.920709858E0
2.585550687E1,-5.294119939E-2,5.850451589E-1,9.933504105E0,9.950858476E0
2.585796818E1,-3.619144112E-2,5.874379873E-1,9.919147491E0,9.936592986E0
2.586042948E1,-2.901297435E-2,5.994020700E-1,9.890133858E0,9.908323386E0
2.586289078E1,-2.392822690E-2,5.898307562E-1,9.880562782E0,9.898181337E0
2.586536500E1,-2.632104978E-2,5.826523304E-1,9.894919395E0,9.912093945E0
2.586782625E1,-2.153540403E-2,5.922235847E-1,9.909276962E0,9.926981538E0
2.587028755E1,-3.379862010E-2,5.946164131E-1,9.940682411E0,9.958507811E0
2.587274885E1,-4.097708687E-2,5.922235847E-1,9.870991707E0,9.888826279E0
2.587521015E1,-2.901297435E-2,5.539384484E-1,9.844670296E0,9.860285127E0
2.587767140E1,-5.054837838E-2,6.041877270E-1,9.890133858E0,9.908700504E0
2.588013271E1,-7.208377868E-2,6.185446382E-1,9.832706451E0,9.852406290E0
2.588259401E1,-2.392822690E-2,6.089733839E-1,9.892526627E0,9.911281663E0
2.588505531E1,4.785645287E-3,6.041877270E-1,9.885348320E0,9.903796096E0
2.588751656E1,-2.153540403E-2,5.922235847E-1,9.890133858E0,9.907872641E0
