"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.000821020E-1,1.674975827E-2,6.400800347E-1,9.870991707E0,9.891736970E0
8.025431960E-1,5.982056633E-2,6.209374666E-1,9.880562782E0,9.900235489E0
8.050042380E-1,4.785645381E-2,6.257231236E-1,9.885348320E0,9.905247653E0
8.074652790E-1,8.853443712E-2,6.209374666E-1,9.904491425E0,9.924331316E0
8.099588730E-1,4.785645381E-2,6.305087805E-1,9.904491425E0,9.924655256E0
8.124199670E-1,5.024927482E-2,6.065805554E-1,9.909276962E0,9.927952199E0
8.148810080E-1,7.178468257E-2,6.281159520E-1,9.887741089E0,9.907931496E0
8.173421020E-1,4.307080805E-2,5.970092416E-1,9.851848602E0,9.870014996E0
8.198031960E-1,6.699903309E-2,5.730810165E-1,9.890133858E0,9.906950007E0
8.222642380E-1,8.374879509E-2,6.041877270E-1,9.899705887E0,9.918479385E0
8.247252790E-1,8.853443712E-2,6.233302951E-1,9.868598938E0,9.888661386E0
8.271863730E-1,1.004985496E-1,6.305087805E-1,9.897313118E0,9.917885270E0
8.296474670E-1,4.546362907E-2,6.520441771E-1,9.904491425E0,9.926035408E0
8.321085080E-1,6.221338734E-2,6.209374666E-1,9.952646255E0,9.972191401E0
8.345696020E-1,5.982056633E-2,6.137589812E-1,9.885348320E0,9.904564099E0
8.370306440E-1,3.589234129E-2,6.376872063E-1,9.856635094E0,9.877306748E0
8.394775710E-1,3.828516230E-2,6.185446382E-1,9.923933029E0,9.943264554E0
8.419386130E-1,7.657032460E-2,6.305087805E-1,9.904491425E0,9.924835249E0
8.443997060E-1,6.460621208E-2,5.970092416E-1,9.909276962E0,9.927455057E0
8.468607480E-1,3.110669367E-2,6.496513486E-1,9.909276962E0,9.930598392E0
8.493217900E-1,1.914258115E-2,6.305087805E-1,9.827920914E0,9.848143848E0
8.517828830E-1,2.392822644E-3,6.305087805E-1,9.854242325E0,9.874393087E0
8.542439250E-1,6.221338734E-2,6.233302951E-1,9.911669731E0,9.931445415E0
8.567050190E-1,8.853443712E-2,6.424728632E-1,9.861420631E0,9.882723643E0
8.591661130E-1,5.024927482E-2,6.352944374E-1,9.909276962E0,9.929747929E0
8.616271540E-1,7.417750359E-2,6.400800347E-1,9.926325798E0,9.947218134E0
8.640882480E-1,9.332008660E-2,6.209374666E-1,9.894919395E0,9.914822329E0
8.665492900E-1,3.828516230E-2,6.089733839E-1,9.885348320E0,9.904162041E0
8.690483520E-1,6.460621208E-2,6.161518097E-1,9.916455269E0,9.935788953E0
8.715094460E-1,8.614161611E-2,6.161518097E-1,9.952646255E0,9.972072549E0
8.739705400E-1,5.264209956E-2,5.802595019E-1,9.880562782E0,9.897726667E0
8.764315810E-1,-1.582254022E-1,1.200598717E0,9.813564301E0,9.887998626E0
8.788926750E-1,5.742774159E-2,3.478864908E0,9.547661781E0,1.016187210E1
8.813537170E-1,1.528116345E0,3.842873096E0,9.863813400E0,1.069568268E1
8.838148110E-1,1.458724499E0,2.369791746E0,1.083410263E1,1.118577534E1
8.862759040E-1,9.388837814E-1,1.444965720E0,1.061366367E1,1.075264085E1
8.887369460E-1,9.005986452E-1,1.387538075E0,9.521340370E0,9.663967212E0
8.911979880E-1,1.003489971E0,1.974377751E0,9.392127991E0,9.649726826E0
8.936590810E-1,1.176072359E0,2.731407166E0,1.005075264E1,1.048147699E1
8.961201230E-1,1.418046474E0,3.373580933E0,1.030469036E1,1.093519765E1
8.985471540E-1,1.597807288E0,3.926921129E0,1.037886810E1,1.121136034E1
9.010081960E-1,1.662413478E0,4.051347733E0,1.001246738E1,1.092824506E1
9.034692900E-1,1.770090580E0,4.152145386E0,9.502198219E0,1.051975774E1
9.059303310E-1,1.789233088E0,4.223930359E0,9.140582085E0,1.022708089E1
9.083914250E-1,1.731805444E0,4.362713814E0,9.135796547E0,1.027108565E1
9.108524670E-1,1.698305845E0,4.360321045E0,9.159725189E0,1.028577697E1
9.133135080E-1,1.480259895E0,4.204787731E0,9.490233421E0,1.048503408E1
9.157746020E-1,1.101894855E0,3.993920088E0,1.016321468E1,1.097526777E1
9.182356960E-1,7.639086246E-1,4.015455723E0,1.034536839E1,1.112358252E1
9.206967380E-1,4.262215197E-1,4.343571186E0,1.024008465E1,1.113137948E1
9.231578310E-1,4.785645381E-2,4.556831837E0,1.021376324E1,1.118427316E1
9.256188730E-1,-1.654038578E-1,4.465904236E0,1.046052361E1,1.137515772E1
9.280859560E-1,-2.682952285E-1,4.130311012E0,1.027836990E1,1.108044851E1
9.305470500E-1,-2.515454888E-1,3.696911097E0,9.473484039E0,1.017238058E1
9.330080920E-1,-2.156531364E-1,3.352045536E0,9.037391663E0,9.641429542E0
9.354691860E-1,-2.443670183E-1,3.191427231E0,9.655637741E0,1.017232831E1
9.379302270E-1,-1.893320978E-1,3.042773008E0,1.054187965E1,1.097385716E1
9.403913210E-1,-8.644071966E-2,2.896811008E0,1.060169983E1,1.099067902E1
9.428523630E-1,-9.571290575E-3,2.693121910E0,1.038126087E1,1.072490441E1
9.453134560E-1,4.067798331E-2,2.415255308E0,1.011775112E1,1.040211520E1
9.477745500E-1,-1.103689447E-1,2.039283037E0,9.521340370E0,9.737904243E0
9.502356440E-1,-1.725823283E-1,1.651047587E0,9.236295700E0,9.384290120E0
9.526966860E-1,-2.826521695E-1,1.538584948E0,9.363115311E0,9.492895460E0
9.551577790E-1,-2.587239444E-1,1.641476393E0,9.300901413E0,9.448182361E0
9.576136130E-1,-3.140579760E-1,1.624726534E0,9.274580956E0,9.421051991E0
9.600746540E-1,-3.786641955E-1,1.584048629E0,9.514162064E0,9.652558024E0
9.625356960E-1,-3.595215976E-1,1.533799291E0,9.880562782E0,1.000536441E1
9.649967900E-1,-3.236292601E-1,1.497906923E0,1.015842915E1,1.027337061E1
9.674578310E-1,-3.140579760E-1,1.468894005E0,1.030947590E1,1.041832882E1
9.699189250E-1,-3.116651475E-1,1.454537034E0,1.017039394E1,1.027860526E1
9.723799670E-1,-3.355933726E-1,1.430608869E0,1.015125084E1,1.025705407E1
9.748410610E-1,-3.212364316E-1,1.344467282E0,1.020179939E1,1.029502287E1
9.773021540E-1,-1.773679852E-1,1.294217944E0,1.038365364E1,1.046550154E1
9.797632480E-1,-7.447660714E-2,1.217647672E0,1.017757225E1,1.025042387E1
9.822242900E-1,-8.165507019E-2,1.155135155E0,9.849455833E0,9.917297262E0
9.846853830E-1,2.871387079E-2,1.145563841E0,9.815957069E0,9.882618792E0
9.871502270E-1,2.225325108E-1,1.124028444E0,9.624231339E0,9.692202511E0
9.896113210E-1,4.238287210E-1,1.016351461E0,9.768099785E0,9.829973270E0
9.920723630E-1,6.251249313E-1,8.700901270E-1,1.075035381E1,1.080360797E1
9.945334560E-1,8.886345029E-1,1.171884894E0,1.063998508E1,1.074114836E1
9.969944980E-1,1.020239711E0,1.332503080E0,9.101998329E0,9.255421498E0
9.994556440E-1,1.041775107E0,9.684949517E-1,8.321339607E0,8.442035934E0
1.001916633E0,7.905287743E-1,2.856431901E-1,7.947461128E0,7.991787420E0
1.004377779E0,4.286143482E-1,-9.215358496E-1,8.697312355E0,8.756493635E0
1.006838821E0,8.614161611E-2,-2.260619164E0,9.645767212E0,9.907504453E0
1.009299863E0,-4.408775866E-1,-3.116053343E0,1.116700459E1,1.160198918E1
1.011760956E0,-6.948158741E-1,-3.034398317E0,1.328465176E1,1.364449759E1
1.014222050E0,-6.349952817E-1,-2.445165634E0,1.364387512E1,1.387578403E1
1.016686894E0,-5.485545993E-1,-1.625923038E0,1.233141136E1,1.245023068E1
1.019147988E0,-7.450651526E-1,-1.635494232E0,9.995717049E0,1.015599935E1
1.021609081E0,-4.576273263E-1,-1.716850281E0,7.681559086E0,7.884373637E0
1.024070123E0,-2.153540403E-2,-1.961217284E0,6.395117760E0,6.689123124E0
1.026531217E0,1.339980662E-1,-2.258226395E0,6.656234264E0,7.030149110E0
1.028992311E0,-1.079761237E-1,-2.593819857E0,7.787142277E0,8.208480074E0
1.031453352E0,-1.510469317E-1,-2.603390932E0,9.315258980E0,9.673391824E0
1.033914446E0,-2.587239444E-1,-2.349452734E0,1.108804131E1,1.133717453E1
1.036375540E0,-4.073780477E-1,-2.038086653E0,1.177059364E1,1.195268291E1
1.038836633E0,-3.978067636E-1,-1.755434513E0,1.113589764E1,1.128042626E1
1.041297675E0,-3.667000830E-1,-1.668993831E0,1.015364361E1,1.029643083E1
1.043758769E0,-3.427718580E-1,-1.753041744E0,9.497411728E0,9.663926605E0
1.046206998E0,-3.858426511E-1,-1.958824396E0,9.236295700E0,9.449604533E0
1.048668092E0,-3.906283081E-1,-2.246262312E0,9.576375008E0,9.844046075E0
1.051129133E0,-4.169493318E-1,-2.507379055E0,1.046291637E1,1.076723806E1
1.053590279E0,-2.997010350E-1,-2.579462767E0,1.121246815E1,1.150925240E1
1.056051321E0,-2.108674943E-1,-2.461915493E0,1.129890823E1,1.156593361E1
1.058512415E0,-1.342971772E-1,-2.366202593E0,1.073121166E1,1.098980683E1
1.060973456E0,-1.438684613E-1,-2.363809586E0,9.823135376E0,1.010456741E1
1.063434550E0,-2.132603228E-1,-2.426023006E0,9.106783867E0,9.426801154E0
1.065895644E0,-1.989033818E-1,-2.574677229E0,8.706883430E0,9.081758886E0
1.068356738E0,-3.188436031E-1,-2.557927370E0,8.546265602E0,8.926550813E0
1.070817779E0,-6.014958024E-1,-2.653640270E0,8.965607643E0,9.369403625E0
1.073278873E0,-7.426723242E-1,-2.782852650E0,9.770493507E0,1.018618547E1
1.075754133E0,-8.578268886E-1,-2.792423964E0,1.047248745E1,1.087228090E1
1.078215227E0,-1.030110121E0,-2.914757013E0,1.070937729E1,1.114664511E1
1.080676321E0,-1.099801064E0,-2.979363203E0,1.058734322E1,1.105341594E1
1.083137363E0,-1.176371455E0,-3.012862921E0,1.020179939E1,1.070223825E1
1.085598456E0,-1.159621716E0,-2.612962246E0,1.005075264E1,1.044939821E1
1.088059550E0,-9.248259664E-1,-1.067797065E0,1.042672443E1,1.052198061E1
1.090520592E0,-4.576273263E-1,4.031906128E-1,1.046291637E1,1.048067767E1
1.092981686E0,-1.196411345E-2,1.171884894E0,1.001964569E1,1.008795109E1
1.095442779E0,3.496512175E-1,1.639083505E0,9.569196701E0,9.714853381E0
1.097903873E0,5.796613097E-1,1.919342875E0,9.293723106E0,9.507532460E0
1.100364915E0,6.538388133E-1,1.967199326E0,9.188439369E0,9.419384079E0
1.102826008E0,5.365904570E-1,1.830808401E0,9.245866776E0,9.440648344E0
1.105263092E0,2.706880569E-1,1.330110312E0,9.550054550E0,9.646035837E0
1.107724186E0,4.067798331E-2,6.568298340E-1,9.916455269E0,9.938267718E0
1.110185279E0,-2.108674943E-1,1.274178028E-1,1.002203846E1,1.002506635E1
1.112646321E0,-3.738785386E-1,-9.032905847E-2,1.019222832E1,1.019948345E1
1.115107415E0,-3.690928817E-1,1.016949583E-2,1.031186962E1,1.031847799E1
1.117568508E0,-2.778665423E-1,3.981058598E-1,1.026879883E1,1.028026884E1
1.120029550E0,1.435693540E-2,7.935197949E-1,1.000289631E1,1.003433178E1
1.122490644E0,2.491526604E-1,1.028315544E0,9.770493507E0,9.827616867E0
1.124951738E0,3.041875660E-1,1.023529887E0,9.633803368E0,9.692796853E0
1.127412779E0,2.225325108E-1,8.270193338E-1,9.636196136E0,9.674179949E0
1.129873873E0,4.307080805E-2,5.395814776E-1,9.806385040E0,9.821313091E0
1.132334967E0,-1.247258782E-1,4.271188378E-1,9.957432747E0,9.967369460E0
1.134820123E0,-2.611167729E-1,3.813561201E-1,9.974182129E0,9.984884756E0
1.137281165E0,-2.132603228E-1,4.941178858E-1,9.919147491E0,9.933736427E0
1.139742258E0,-6.969095767E-2,6.281159520E-1,9.863813400E0,9.884037701E0
1.142203300E0,4.546362907E-2,7.313064337E-1,9.856635094E0,9.883831818E0
1.144664446E0,1.459621787E-1,7.289136052E-1,9.897313118E0,9.925191533E0
1.147125488E0,1.076770201E-1,6.930212379E-1,9.911669731E0,9.936451562E0
1.149586581E0,2.871387079E-2,5.946164131E-1,9.919147491E0,9.936995528E0
1.152047623E0,-5.772684515E-2,4.989035130E-1,9.969396591E0,9.982039145E0
1.154508769E0,-1.031904742E-1,4.989035130E-1,9.904491425E0,9.917585561E0
1.156969811E0,-1.247258782E-1,5.611169338E-1,9.827920914E0,9.844716260E0
1.159430904E0,-7.686942816E-2,6.305087805E-1,9.744172096E0,9.764852281E0
1.161891946E0,-1.435693540E-2,6.906284094E-1,9.801599503E0,9.825910977E0
1.164348665E0,-2.392822644E-3,6.616154313E-1,9.897313118E0,9.919402586E0
1.166809706E0,5.742774159E-2,6.520441771E-1,9.955039978E0,9.976536499E0
1.169270800E0,2.392822690E-2,5.898307562E-1,9.964611053E0,9.982081262E0
1.171731842E0,-4.815555736E-2,5.874379873E-1,9.962218285E0,9.979639046E0
1.174192936E0,-8.404789865E-2,6.017948985E-1,9.940682411E0,9.959236314E0
1.176654029E0,-8.404789865E-2,5.802595019E-1,9.870991707E0,9.888389273E0
1.179115123E0,-3.858426586E-2,5.922235847E-1,9.847063065E0,9.864931247E0
1.181576165E0,-3.858426586E-2,6.137589812E-1,9.794421196E0,9.813708545E0
1.184037258E0,-1.435693540E-2,6.305087805E-1,9.815957069E0,9.836196451E0
1.186498352E0,5.024927482E-2,5.994020700E-1,9.892526627E0,9.910796683E0
1.188959394E0,-1.674975827E-2,6.376872063E-1,9.938289642E0,9.958741213E0
1.191420488E0,-9.361918271E-2,6.065805554E-1,9.902098656E0,9.921101870E0
1.193879133E0,-7.208377868E-2,5.754738450E-1,9.904491425E0,9.921457383E0
1.196340227E0,-1.031904742E-1,5.994020700E-1,9.892526627E0,9.911206494E0
1.198801321E0,-4.576273263E-2,5.730810165E-1,9.902098656E0,9.918773809E0
1.201262363E0,-6.251249462E-2,6.687939167E-1,9.863813400E0,9.886658076E0
1.203723508E0,-4.785645287E-3,6.568298340E-1,9.870991707E0,9.892821923E0
1.206184550E0,2.392822690E-2,6.017948985E-1,9.878170013E0,9.896513147E0
1.208645592E0,-5.054837838E-2,5.826523304E-1,9.935896873E0,9.953094270E0
1.211106686E0,-7.686942816E-2,5.802595019E-1,9.909276962E0,9.926549245E0
1.213567779E0,-5.054837838E-2,5.994020700E-1,9.931111336E0,9.949312054E0
1.216028873E0,-4.097708687E-2,6.329016089E-1,9.906884193E0,9.927164650E0
1.218489967E0,-3.379862010E-2,6.281159520E-1,9.906884193E0,9.926833655E0
1.220951008E0,7.178467698E-3,6.305087805E-1,9.885348320E0,9.905438116E0
1.223416998E0,9.571290575E-3,6.640082598E-1,9.911669731E0,9.933891254E0
1.225878040E0,-9.571290575E-3,6.281159520E-1,9.923933029E0,9.943795454E0
1.228339133E0,-1.674975827E-2,6.376872063E-1,9.885348320E0,9.905909193E0
1.230800175E0,-2.392822644E-3,6.281159520E-1,9.906884193E0,9.926776405E0
1.233261269E0,-2.632104978E-2,6.065805554E-1,9.870991707E0,9.889646609E0
1.235722363E0,-4.097708687E-2,6.137589812E-1,9.904491425E0,9.923574436E0
1.238183404E0,-1.196411345E-2,6.496513486E-1,9.830313683E0,9.851764162E0
1.240644498E0,1.196411345E-2,6.376872063E-1,9.921540260E0,9.942019375E0
1.243105644E0,-1.196411345E-2,6.209374666E-1,9.926325798E0,9.945735283E0
1.245566686E0,-1.914258115E-2,6.017948985E-1,9.866206169E0,9.884561078E0
1.248027727E0,-2.901297435E-2,6.161518097E-1,9.880562782E0,9.899798266E0
1.250488821E0,-2.632104978E-2,5.922235847E-1,9.842277527E0,9.860114020E0
1.252946269E0,-3.140579537E-2,5.659025311E-1,9.849455833E0,9.865749450E0
1.255407363E0,-1.674975827E-2,6.233302951E-1,9.894919395E0,9.914547446E0
1.257868456E0,-2.392822644E-3,6.257231236E-1,9.909276962E0,9.929013298E0
1.260329498E0,-2.392822644E-3,6.376872063E-1,9.882955551E0,9.903507516E0
1.262790592E0,1.435693540E-2,6.376872063E-1,9.861420631E0,9.882027523E0
1.265251686E0,-1.196411345E-2,6.376872063E-1,9.935896873E0,9.956346458E0
1.267712779E0,-2.632104978E-2,5.682953596E-1,9.885348320E0,9.901705097E0
1.270173821E0,-2.392822690E-2,5.802595019E-1,9.882955551E0,9.900004246E0
1.272634915E0,1.196411345E-2,6.137589812E-1,9.842277527E0,9.861403051E0
1.275096008E0,2.153540403E-2,6.041877270E-1,9.882955551E0,9.901430049E0
1.277557102E0,2.392822690E-2,6.017948985E-1,9.890133858E0,9.908454843E0
1.280018144E0,4.785645381E-2,6.185446382E-1,9.926325798E0,9.945694121E0
1.282484394E0,2.153540403E-2,5.994020700E-1,9.875777245E0,9.893974065E0
1.284945488E0,-2.153540403E-2,6.161518097E-1,9.880562782E0,9.899779175E0
1.287406581E0,1.914258115E-2,6.352944374E-1,9.894919395E0,9.915311155E0
1.289867623E0,-4.097708687E-2,6.089733839E-1,9.892526627E0,9.911337486E0
1.292328717E0,-4.336991161E-2,6.352944374E-1,9.899705887E0,9.920164143E0
1.294789811E0,2.392822644E-3,6.329016089E-1,9.892526627E0,9.912752051E0
1.297250852E0,-4.815555736E-2,6.185446382E-1,9.911669731E0,9.931068084E0
1.299711998E0,2.392822690E-2,6.161518097E-1,9.880562782E0,9.899784670E0
1.302173040E0,-9.571290575E-3,5.874379873E-1,9.894919395E0,9.912346082E0
1.304634133E0,1.196411345E-2,5.946164131E-1,9.887741089E0,9.905611322E0
1.307095175E0,-7.178467698E-3,6.089733839E-1,9.837491989E0,9.856325317E0
1.309556321E0,1.674975827E-2,6.568298340E-1,9.887741089E0,9.909547408E0
1.312035071E0,-2.392822690E-2,6.209374666E-1,9.931111336E0,9.950533064E0
1.314496165E0,-4.815555736E-2,5.874379873E-1,9.863813400E0,9.881407650E0
1.316957258E0,-3.140579537E-2,6.017948985E-1,9.906884193E0,9.925195104E0
1.319418352E0,-1.435693540E-2,6.017948985E-1,9.892526627E0,9.910824702E0
1.321879394E0,-3.379862010E-2,6.305087805E-1,9.875777245E0,9.895941585E0
1.324340488E0,-4.815555736E-2,6.209374666E-1,9.926325798E0,9.945844667E0
1.326801529E0,-0.000000000E0,5.970092416E-1,9.938289642E0,9.956205153E0
1.329262623E0,-1.914258115E-2,6.376872063E-1,9.931111336E0,9.951581973E0
1.331723717E0,4.785645287E-3,6.041877270E-1,9.878170013E0,9.896631171E0
1.334184811E0,2.392822690E-2,5.994020700E-1,9.861420631E0,9.879649400E0
1.336645852E0,-4.097708687E-2,6.065805554E-1,9.904491425E0,9.923133047E0
1.339106946E0,-4.785645287E-3,6.209374666E-1,9.902098656E0,9.921549477E0
1.341551842E0,-2.632104978E-2,5.635097623E-1,9.904491425E0,9.920543656E0
1.344012936E0,-7.178467698E-3,6.305087805E-1,9.916455269E0,9.936482172E0
1.346474029E0,-7.178467698E-3,6.376872063E-1,9.919147491E0,9.939626928E0
1.348935123E0,9.571290575E-3,5.898307562E-1,9.931111336E0,9.948616200E0
1.351396165E0,2.392822690E-2,5.850451589E-1,9.904491425E0,9.921784153E0
1.353857258E0,2.392822644E-3,6.305087805E-1,9.892526627E0,9.912599563E0
1.356318300E0,-4.336991161E-2,6.305087805E-1,9.880562782E0,9.900754677E0
1.358779446E0,-9.571290575E-3,6.065805554E-1,9.880562782E0,9.899169282E0
1.361240488E0,2.392822644E-3,6.137589812E-1,9.832706451E0,9.851843582E0
1.363701581E0,-4.576273263E-2,6.400800347E-1,9.904491425E0,9.925258035E0
1.366162623E0,-1.196411345E-2,6.137589812E-1,9.906884193E0,9.925885233E0
1.368623769E0,-0.000000000E0,5.994020700E-1,9.878170013E0,9.896339003E0
1.371088092E0,-0.000000000E0,6.281159520E-1,9.962218285E0,9.981999940E0
1.373549186E0,1.914258115E-2,6.376872063E-1,9.873384476E0,9.893974551E0
1.376010279E0,1.435693540E-2,5.874379873E-1,9.892526627E0,9.909963298E0
1.378471373E0,-2.392822690E-2,5.659025311E-1,9.904491425E0,9.920673798E0
1.380932467E0,-5.533402413E-2,5.994020700E-1,9.892526627E0,9.910823768E0
1.383393508E0,-4.785645287E-3,6.209374666E-1,9.931111336E0,9.950505445E0
1.385854602E0,-3.140579537E-2,6.065805554E-1,9.873384476E0,9.892049702E0
1.388315696E0,2.871387079E-2,6.281159520E-1,9.861420631E0,9.881445795E0
1.390776738E0,-2.392822690E-2,6.257231236E-1,9.904491425E0,9.924265835E0
1.393237831E0,-3.619144112E-2,6.281159520E-1,9.887741089E0,9.907737547E0
1.395698925E0,-5.294119939E-2,5.946164131E-1,9.861420631E0,9.879473079E0
1.398159967E0,-1.196411345E-2,6.089733839E-1,9.892526627E0,9.911260000E0
1.400622519E0,-2.632104978E-2,5.874379873E-1,9.906884193E0,9.924320159E0
1.403083613E0,-2.153540403E-2,6.448656917E-1,9.955039978E0,9.975927851E0
1.405544706E0,-1.914258115E-2,6.472585201E-1,9.916455269E0,9.937574912E0
1.408005748E0,2.392822644E-3,6.065805554E-1,9.928718567E0,9.947230674E0
1.410466842E0,-1.674975827E-2,6.017948985E-1,9.894919395E0,9.913216809E0
1.412927936E0,2.392822644E-3,6.592226624E-1,9.892526627E0,9.914467374E0
1.415388977E0,-4.097708687E-2,6.448656917E-1,9.861420631E0,9.882567872E0
1.417850071E0,-4.097708687E-2,5.946164131E-1,9.899705887E0,9.917631998E0
1.420311165E0,-1.435693540E-2,5.802595019E-1,9.870991707E0,9.888042500E0
1.422772258E0,-0.000000000E0,6.017948985E-1,9.859027863E0,9.877377562E0
1.425233300E0,-2.632104978E-2,5.826523304E-1,9.849455833E0,9.866709520E0
1.427694394E0,-2.392822644E-3,6.065805554E-1,9.909276962E0,9.927825321E0
1.430157311E0,2.392822644E-3,6.041877270E-1,9.931111336E0,9.949473398E0
1.432618352E0,2.392822690E-2,6.352944374E-1,9.904491425E0,9.924873902E0
1.435079498E0,-2.153540403E-2,6.113662124E-1,9.856635094E0,9.875600629E0
1.437540540E0,-3.858426586E-2,6.089733839E-1,9.897313118E0,9.916105298E0
1.440001633E0,-9.571290575E-3,6.041877270E-1,9.926325798E0,9.944701014E0
1.442462675E0,3.828516230E-2,6.017948985E-1,9.878170013E0,9.896558274E0
1.444923769E0,4.785645287E-3,5.778666735E-1,9.856635094E0,9.873561068E0
1.447384863E0,-1.674975827E-2,5.826523304E-1,9.835099220E0,9.852357127E0
1.449845956E0,-6.011966988E-2,6.329016089E-1,9.849455833E0,9.869952332E0
1.452307050E0,1.435693540E-2,6.472585201E-1,9.919147491E0,9.940253350E0
1.454768092E0,9.571290575E-3,5.826523304E-1,9.943075180E0,9.960136514E0
1.457229186E0,3.110669367E-2,5.802595019E-1,9.909276962E0,9.926300350E0
1.459690488E0,7.178467698E-3,5.898307562E-1,9.906884193E0,9.924429771E0
1.462151581E0,-1.914258115E-2,5.874379873E-1,9.887741089E0,9.905194277E0
1.464612623E0,-4.336991161E-2,5.970092416E-1,9.921540260E0,9.939580581E0
1.467073717E0,-5.533402413E-2,5.802595019E-1,9.904491425E0,9.921628562E0
1.469534811E0,-3.619144112E-2,6.137589812E-1,9.882955551E0,9.902061418E0
1.471995904E0,-2.901297435E-2,6.065805554E-1,9.945467949E0,9.963990889E0
1.474456946E0,-5.054837838E-2,5.587241054E-1,9.940682411E0,9.956500116E0
1.476918040E0,-1.674975827E-2,6.017948985E-1,9.899705887E0,9.917994470E0
1.479379133E0,-1.674975827E-2,6.113662124E-1,9.897313118E0,9.916191616E0
1.481840175E0,-3.379862010E-2,6.281159520E-1,9.897313118E0,9.917281833E0
1.484301269E0,-2.392822690E-2,6.185446382E-1,9.904491425E0,9.923815819E0
1.486762363E0,4.785645287E-3,6.137589812E-1,9.868598938E0,9.887667470E0
1.489194706E0,-1.674975827E-2,6.233302951E-1,9.921540260E0,9.941115750E0
1.491655800E0,-3.379862010E-2,5.874379873E-1,9.921540260E0,9.938973130E0
1.494116894E0,-2.392822690E-2,5.898307562E-1,9.851848602E0,9.869518416E0
1.496577988E0,1.196411345E-2,6.305087805E-1,9.842277527E0,9.862459702E0
1.499039081E0,3.110669367E-2,6.257231236E-1,9.897313118E0,9.917121760E0
1.501500123E0,-4.785645287E-3,6.329016089E-1,9.928718567E0,9.948871279E0
1.503961217E0,-2.392822644E-3,6.376872063E-1,9.873384476E0,9.893956322E0
1.506422258E0,-1.435693540E-2,6.281159520E-1,9.899705887E0,9.919622594E0
1.508883404E0,-3.858426586E-2,6.137589812E-1,9.885348320E0,9.904458604E0
1.511344446E0,-2.392822690E-2,6.352944374E-1,9.870991707E0,9.891443214E0
1.513805540E0,-4.815555736E-2,6.041877270E-1,9.906884193E0,9.925407608E0
1.516266633E0,-1.914258115E-2,6.017948985E-1,9.875777245E0,9.894114398E0
1.518755956E0,-7.178467698E-3,6.257231236E-1,9.892526627E0,9.912298624E0
1.521217050E0,-3.379862010E-2,6.041877270E-1,9.856635094E0,9.875193189E0
1.523678092E0,-2.153540403E-2,6.257231236E-1,9.909276962E0,9.929036364E0
1.526139186E0,-4.097708687E-2,6.424728632E-1,9.890133858E0,9.911064435E0
1.528600279E0,-3.858426586E-2,6.281159520E-1,9.894919395E0,9.914910400E0
1.531061373E0,-2.153540403E-2,5.922235847E-1,9.938289642E0,9.955942626E0
1.533522415E0,-4.785645287E-3,6.065805554E-1,9.899705887E0,9.918273011E0
1.535983508E0,-3.140579537E-2,6.137589812E-1,9.875777245E0,9.894880626E0
1.538444602E0,-2.901297435E-2,6.209374666E-1,9.947860718E0,9.967263313E0
