"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.469733203E1,-1.698184013E-2,-2.879202366E-4,2.327251434E-2,2.881103463E-2
3.470228797E1,-5.023680627E-3,9.232908487E-3,2.783012390E-2,2.974894557E-2
3.470722072E1,-2.393637598E-2,1.864731312E-2,-5.659103394E-3,3.086580361E-2
3.471217666E1,-4.515066743E-2,-1.010179520E-2,-2.223587036E-2,5.133286439E-2
3.471713265E1,-1.632900536E-2,3.270667791E-2,-1.492309570E-2,3.948495893E-2
3.472208854E1,2.727039158E-3,-8.592009544E-4,3.509044647E-2,3.520673803E-2
3.472704448E1,2.645820379E-3,-3.881895542E-2,8.666038513E-3,3.986241198E-2
3.473200046E1,-3.309106827E-2,-5.489587784E-4,1.334857941E-2,3.568619799E-2
3.473700291E1,-2.809333056E-2,2.087685466E-2,1.323509216E-2,3.741986033E-2
3.474195885E1,-1.591209322E-2,6.543308496E-3,-2.964115143E-2,3.427254666E-2
3.474691479E1,-3.476987779E-2,1.365798712E-2,8.612632751E-3,3.833617687E-2
3.475187072E1,-2.271517366E-2,3.980785608E-3,6.555747986E-2,6.949538786E-2
3.475682666E1,-2.728249133E-2,-3.215014935E-3,1.512622833E-2,3.136038006E-2
3.476178260E1,-2.236511558E-2,-2.217623591E-2,1.262569427E-2,3.393216749E-2
3.476672020E1,-8.597299457E-4,-2.919405699E-3,-8.862495422E-3,9.370479728E-3
3.477167614E1,6.237566471E-3,1.842370629E-2,-3.254032135E-2,3.791058827E-2
3.477663208E1,3.799401224E-3,1.580783725E-2,-4.176616669E-2,4.481892288E-2
3.478158802E1,2.026049048E-2,2.521994710E-2,2.272033691E-2,3.953159389E-2
3.478654395E1,2.000604570E-2,8.345395327E-3,2.490997314E-2,3.302111824E-2
3.479149989E1,-1.580309868E-2,1.113861799E-3,-6.177902222E-3,1.700426687E-2
3.479644989E1,-8.732281625E-3,-2.730858326E-2,9.965896606E-4,2.868805767E-2
3.480140583E1,-3.719860688E-2,-1.276028156E-2,-1.390457153E-3,3.935091499E-2
3.480636177E1,-8.441939950E-3,-8.118450642E-4,-1.377105713E-3,8.591965006E-3
3.481131770E1,-2.022768930E-2,1.826626062E-2,-3.744125366E-3,2.751061915E-2
3.481627364E1,-1.296260953E-2,-1.022189856E-2,-1.322364807E-2,2.115139060E-2
3.482122958E1,-2.957023308E-2,-3.630301356E-2,2.252292633E-2,5.195757585E-2
3.482617078E1,1.440681517E-3,9.074509144E-3,4.371929169E-2,4.467436340E-2
3.483112666E1,1.322202384E-2,-5.212634802E-3,1.722240448E-2,2.232945795E-2
3.483608260E1,3.631263971E-3,-1.463004947E-2,1.232624054E-2,1.947204743E-2
3.484103854E1,1.244500279E-3,2.110630274E-3,4.548072815E-2,4.554668126E-2
3.484599453E1,8.406884968E-3,-1.454588771E-2,3.084850311E-2,3.512675203E-2
3.485095047E1,2.252772450E-2,-1.443400979E-2,1.633834839E-2,3.134933234E-2
3.485592713E1,-6.173297763E-3,-3.092658520E-2,2.332782745E-2,3.922691437E-2
3.486088307E1,5.701154470E-3,-1.880180836E-2,1.838302612E-2,2.690625967E-2
3.486583901E1,-1.589544117E-3,1.457768679E-2,-7.897377014E-3,1.665545455E-2
3.487079494E1,-3.985770047E-3,-9.334832430E-3,8.798599243E-3,1.343282576E-2
3.487575088E1,1.256600767E-2,2.610653639E-3,1.822757721E-2,2.229270356E-2
3.488070682E1,-2.320952713E-2,5.007028580E-3,1.807403564E-2,2.983996061E-2
3.488566390E1,7.881082594E-3,1.790523529E-4,1.792526245E-2,1.958209786E-2
3.489061984E1,1.723702997E-2,-1.656523347E-2,1.065635681E-2,2.617403489E-2
3.489557578E1,-9.172312915E-3,-9.336620569E-3,2.482318878E-2,2.806233257E-2
3.490053172E1,9.820237756E-3,-1.882201433E-2,1.274204254E-2,2.476014825E-2
3.490548765E1,-1.167281717E-2,-1.157459617E-2,2.926731110E-2,3.356786314E-2
3.491044359E1,-2.103536204E-2,3.900229931E-4,3.614902496E-2,4.182571673E-2
3.491540078E1,-2.331998944E-2,7.503390312E-3,2.397155762E-2,3.427474797E-2
3.492035672E1,-4.178598523E-3,1.213005185E-2,1.664829254E-2,2.101819422E-2
3.492531265E1,-6.521031260E-3,1.206982136E-2,3.551197052E-2,3.806973189E-2
3.493026859E1,-3.743177280E-2,-1.414600015E-2,3.284072876E-2,5.176640224E-2
3.493522453E1,-6.169654429E-3,2.513527870E-3,3.257083893E-2,3.324518020E-2
3.494018047E1,-4.186535999E-2,-9.394437075E-3,1.092052460E-2,4.427439071E-2
3.494511880E1,-4.165207967E-2,4.927128553E-3,-3.421783447E-3,4.208183621E-2
3.495007474E1,-2.238633484E-2,2.140161395E-2,2.749633789E-2,4.141528298E-2
3.495503067E1,-9.056031704E-4,9.335815907E-3,-1.311588287E-2,1.612463827E-2
3.495998661E1,-3.414779902E-3,-2.393108606E-2,3.450202942E-2,4.212775375E-2
3.496494255E1,-2.007998899E-2,-4.736274481E-3,1.045989990E-2,2.313109940E-2
3.496989849E1,-2.454381809E-2,1.664766669E-2,8.716583252E-4,2.966991070E-2
3.497484781E1,-1.721947640E-2,1.887443662E-2,-6.261825562E-3,2.630523112E-2
3.497980375E1,-5.896911025E-4,3.066346049E-2,-1.571369171E-2,3.446034899E-2
3.498475968E1,-2.670048177E-2,6.798386574E-3,-3.712654114E-3,2.780139542E-2
3.498971562E1,-1.457997411E-2,2.113986015E-2,-2.744388580E-2,3.758505289E-2
3.499467156E1,1.636242867E-2,2.098000050E-2,-2.008914948E-2,3.333861754E-2
3.499962750E1,-5.186423659E-3,-7.788807154E-3,1.096439362E-2,1.441466041E-2
3.500459020E1,4.331350327E-3,1.837021112E-2,-1.002311707E-3,1.890052595E-2
3.500954614E1,-5.211144686E-3,-5.445241928E-3,2.750873566E-2,2.852257397E-2
3.501450208E1,-2.893118188E-2,-6.327033043E-4,2.252674103E-2,3.667243733E-2
3.501945802E1,-3.349841386E-2,8.812785149E-3,-6.164550781E-3,3.518253259E-2
3.502441395E1,-2.610329539E-2,-7.898747921E-3,-2.511596680E-2,3.707538317E-2
3.502936989E1,-2.589513361E-2,1.599046588E-2,1.784992218E-2,3.528275309E-2
3.503432708E1,1.947619766E-2,1.822251081E-2,-6.054878235E-3,2.735038804E-2
3.503928302E1,2.545207739E-3,-8.043706417E-3,-3.688621521E-2,3.783876541E-2
3.504423895E1,1.201805472E-2,1.819610596E-2,-1.520061493E-2,2.658177205E-2
3.504919489E1,-9.470023215E-3,2.038437128E-2,8.683204651E-3,2.409568375E-2
3.505415083E1,-2.840093896E-2,-1.313078403E-2,8.615493774E-3,3.245392975E-2
3.505910677E1,-4.418261349E-3,1.325696707E-3,2.516746521E-2,2.558671159E-2
3.506406328E1,2.659507096E-3,-1.054695249E-2,2.733325958E-2,2.941799218E-2
3.506901922E1,1.688119769E-2,-4.617926478E-2,-2.277660370E-2,5.418738790E-2
3.507397515E1,-4.701673985E-3,-2.966552973E-3,5.917549133E-3,8.119332641E-3
3.507893109E1,-2.395905554E-3,-2.670738101E-2,1.117706299E-3,2.683791779E-2
3.508388703E1,-9.561076760E-3,1.629075408E-2,5.859375000E-3,1.977713662E-2
3.508884297E1,2.463206649E-3,2.324637771E-2,-2.269554138E-2,3.258142204E-2
3.509378942E1,-4.719085991E-3,1.351517439E-2,-3.675746918E-2,3.944668873E-2
3.509874536E1,-2.851950005E-2,-1.981329918E-2,2.768802643E-2,4.441346096E-2
3.510370130E1,-1.174383610E-2,-2.910754085E-2,2.745628357E-2,4.170148832E-2
3.510865724E1,-2.828409895E-2,-3.362560272E-2,2.010154724E-2,4.831918474E-2
3.511361317E1,-1.855305955E-2,-1.202729344E-2,-8.568763733E-3,2.371277120E-2
3.511856911E1,1.239915937E-2,-2.146503329E-2,-2.512359619E-2,3.529421897E-2
3.512353958E1,-9.141422808E-3,-4.719495773E-3,-3.678894043E-2,3.820033232E-2
3.512849552E1,-6.801217794E-3,4.889756441E-3,6.275177002E-3,1.046633307E-2
3.513345145E1,-2.110671997E-2,-7.013022900E-3,4.660606384E-2,5.164108156E-2
3.513840739E1,-6.763264537E-3,-1.641482115E-2,2.483749390E-2,3.053013599E-2
3.514336333E1,1.456525177E-2,7.544517517E-3,-6.255149841E-3,1.755543230E-2
3.514831927E1,1.436204463E-2,-4.303067923E-3,-2.521038055E-2,2.933168947E-2
3.515327817E1,-4.820495844E-3,-1.901656389E-3,-1.244544983E-3,5.329387340E-3
3.515823411E1,-4.710853100E-3,-8.892923594E-3,-3.616333008E-3,1.069364724E-2
3.516319005E1,9.600669146E-3,1.735386252E-2,-1.212120056E-3,1.986954020E-2
3.516814599E1,-4.284884036E-2,1.954847574E-2,-2.257919312E-2,5.223012527E-2
3.517310192E1,-2.357057109E-2,-1.390796900E-2,3.462505341E-2,4.413499458E-2
3.517805786E1,-1.150582731E-2,-2.573105693E-2,2.008628845E-2,3.461113024E-2
3.518302427E1,-1.622094959E-2,3.057718277E-3,-1.463890076E-3,1.657141578E-2
3.518798020E1,-6.669282913E-3,1.967707276E-2,-1.570510864E-2,2.604451890E-2
3.519293609E1,-6.647646427E-3,2.433195710E-2,-4.645919800E-2,5.286485050E-2
3.519789208E1,-8.876278996E-3,2.412006259E-2,8.565902710E-3,2.709133510E-2
3.520284802E1,-2.306107804E-2,1.017749310E-4,-3.380775452E-3,2.330779529E-2
3.520780390E1,-3.253298998E-2,2.147075534E-2,1.090240479E-2,4.047531596E-2
3.521273395E1,-1.440644264E-3,-2.498775721E-3,1.556491852E-2,1.582990917E-2
3.521768989E1,5.717009306E-3,-2.846372128E-2,-5.952835083E-3,2.963619189E-2
3.522264583E1,-3.706871718E-2,-2.338245511E-2,-8.282661438E-3,4.460304341E-2
3.522760177E1,-2.729159966E-2,1.246154308E-2,-8.214950562E-3,3.110638007E-2
3.523255770E1,8.611239493E-3,5.247354507E-3,-1.289844513E-2,1.637247879E-2
3.523751359E1,6.132543087E-3,1.004791260E-2,1.457214355E-3,1.186137032E-2
3.524246718E1,-1.770658419E-2,-1.852643490E-2,6.195068359E-3,2.636533303E-2
3.524742312E1,-1.048966497E-2,1.007249951E-2,-1.998424530E-2,2.471554931E-2
3.525237906E1,3.836520016E-3,1.728743315E-2,-1.507472992E-2,2.325557380E-2
3.525733500E1,8.494555950E-3,-8.945465088E-3,-7.823944092E-3,1.460797479E-2
3.526229088E1,2.505208552E-2,1.014822721E-2,2.312183380E-2,3.556982855E-2
3.526724682E1,3.457941115E-3,-8.899152279E-3,1.580047607E-2,1.846096726E-2
3.527219255E1,-1.793171093E-2,-2.306237817E-2,2.041912079E-2,3.564211045E-2
3.527714854E1,-1.066376269E-2,-4.193598032E-2,2.737903595E-2,5.120501821E-2
3.528210448E1,3.592684865E-3,3.616452217E-3,-1.086044312E-2,1.199730536E-2
3.528706036E1,-3.539741039E-3,1.077964902E-2,2.248382568E-2,2.518438042E-2
3.529201630E1,-1.069664955E-2,5.954831839E-3,-1.096057892E-2,1.643206086E-2
3.529697224E1,-1.309200376E-2,-8.332371712E-3,4.376792908E-2,4.643770662E-2
3.530194270E1,-2.016566694E-2,-8.247435093E-3,1.727199554E-2,2.780280811E-2
3.530689864E1,6.098069251E-3,-2.246737480E-2,3.851032257E-2,4.500015915E-2
3.531185453E1,-5.892775953E-3,-1.281321049E-2,3.106403351E-2,3.411564669E-2
3.531681052E1,-2.256190404E-2,-7.861554623E-4,4.673957825E-3,2.305435829E-2
3.532176645E1,-5.750671029E-3,-7.916420698E-3,2.364063263E-2,2.558553195E-2
3.532672234E1,-2.938862890E-2,1.594686508E-2,2.581691742E-2,4.224342836E-2
3.533168203E1,-2.677500620E-2,-7.899671793E-3,-2.906799316E-3,2.806697800E-2
3.533663796E1,-1.473018527E-2,1.683771610E-3,1.869201660E-3,1.494347215E-2
3.534159390E1,-1.226329058E-2,3.957480192E-3,1.611137390E-2,2.063071289E-2
3.534654984E1,-3.824456409E-2,1.435130835E-3,1.598262787E-2,4.147469923E-2
3.535150578E1,-2.127804980E-2,2.271541953E-2,-2.215576172E-2,3.820501885E-2
3.535646166E1,-1.638105884E-2,8.185148239E-3,-1.959037781E-2,2.681638759E-2
3.536141520E1,-2.094947919E-2,-1.557108760E-2,-4.262924194E-4,2.610596048E-2
3.536637114E1,-6.456002593E-3,2.271327376E-2,-2.656078339E-2,3.553938644E-2
3.537132708E1,-1.683801413E-3,8.338391781E-3,6.915092468E-3,1.096277650E-2
3.537628302E1,-2.313526720E-2,1.776129007E-2,2.106666565E-3,2.924281206E-2
3.538123895E1,-2.065132931E-2,1.757743955E-2,2.822208405E-2,3.913987495E-2
3.538619484E1,-6.312951446E-3,7.945090532E-3,-7.646560669E-3,1.270620752E-2
3.539115739E1,-1.344940066E-2,3.144294024E-3,-1.708412170E-2,2.196907321E-2
3.539611333E1,-1.817406714E-2,7.845163345E-4,-7.440567017E-3,1.965386018E-2
3.540106927E1,-1.805528998E-2,5.570769310E-3,-2.638435364E-2,3.245244342E-2
3.540602520E1,1.038394868E-3,-6.414622068E-3,-9.531974792E-3,1.153621184E-2
3.541098109E1,8.124947548E-3,1.738402247E-2,-7.077217102E-3,2.045253070E-2
3.541593703E1,1.757970452E-2,5.299538374E-3,1.115798950E-4,1.836146966E-2
3.542088609E1,-3.488707542E-2,-1.610863209E-2,1.106262207E-4,3.842666129E-2
3.542584203E1,-3.463157266E-2,-1.679033041E-3,-2.602291107E-2,4.335154989E-2
3.543079797E1,1.075574756E-2,5.633205175E-3,-3.056621552E-2,3.288940007E-2
3.543575385E1,-1.309861988E-2,2.700823545E-2,-1.130867004E-2,3.207654351E-2
3.544070984E1,-3.913228214E-2,7.821440697E-3,1.966571808E-2,4.448877282E-2
3.544566573E1,-3.179930151E-3,5.422443151E-3,5.247116089E-3,8.188227692E-3
3.545062755E1,-1.744063944E-2,5.419224501E-3,-1.855468750E-2,2.603498274E-2
3.545558349E1,-2.440160140E-2,7.765263319E-3,-1.602554321E-2,3.020853358E-2
3.546053942E1,-7.604718208E-3,1.714143157E-2,-1.351356506E-2,2.311442961E-2
3.546549536E1,-1.000763476E-2,1.933923364E-2,-8.646965027E-3,2.342922780E-2
3.547045130E1,6.671860814E-3,-9.441763163E-3,-1.094532013E-2,1.592044758E-2
3.547540718E1,-2.435138449E-2,-1.172256470E-2,8.150100708E-3,2.822822331E-2
3.548036541E1,-1.235391200E-2,-1.638615131E-2,1.520919800E-2,2.554299905E-2
3.548532135E1,6.641827524E-3,-4.381686449E-3,-2.292537689E-2,2.426697251E-2
3.549027729E1,8.979775012E-3,-2.031117678E-3,-1.351356506E-3,9.305265321E-3
3.549523322E1,-1.005191356E-2,7.529288530E-3,2.003669739E-2,2.364741834E-2
3.550018916E1,4.357099533E-3,5.158364773E-3,3.649425507E-2,3.711365916E-2
3.550514505E1,-2.651884407E-2,-1.152297854E-2,3.856563568E-2,4.820099979E-2
3.551009765E1,-1.685418934E-2,-9.113073349E-3,4.299926758E-2,4.707492768E-2
3.551505359E1,2.366358787E-2,7.555782795E-3,3.551578522E-2,4.334081499E-2
3.552000953E1,-7.523305714E-3,-1.967996359E-3,5.184745789E-2,5.242739768E-2
3.552496546E1,-2.790108323E-3,-2.341958880E-2,3.479099274E-2,4.203183341E-2
3.552992135E1,-2.190600336E-2,5.207657814E-4,2.737617493E-2,3.506564036E-2
3.553487729E1,-2.405408397E-2,4.547238350E-4,-8.481979370E-3,2.550979623E-2
3.553985948E1,-7.233008742E-3,-6.815493107E-3,8.224487305E-3,1.289998268E-2
3.554481541E1,-1.193062216E-2,2.888590097E-3,5.566024780E-2,5.699777964E-2
3.554977130E1,1.431620866E-2,5.204617977E-3,4.569530487E-2,4.816744508E-2
3.555472729E1,2.309866250E-3,9.851008654E-3,3.106403351E-2,3.267035401E-2
3.555968317E1,-9.674027562E-3,3.089308739E-4,-2.858352661E-2,3.017781041E-2
3.556463911E1,4.699625075E-3,-1.949071884E-3,-2.122592926E-2,2.182717183E-2
3.556956369E1,-9.598270059E-3,-3.037232161E-2,-1.392459869E-2,3.476347446E-2
3.557451958E1,2.749264240E-5,3.102660179E-3,4.557991028E-2,4.568539676E-2
3.557947552E1,1.184386760E-2,3.170669079E-3,4.282093048E-2,4.454169316E-2
3.558443145E1,-1.442097500E-2,1.261097193E-2,-3.355026245E-2,3.863445669E-2
3.558938739E1,-8.153170347E-5,7.693320513E-3,-1.188755035E-2,1.416007349E-2
3.559434328E1,1.421854645E-2,1.002040505E-2,9.589195251E-3,1.986273511E-2
3.559929583E1,1.892186701E-2,-4.300445318E-3,6.675720215E-6,1.940440480E-2
3.560425182E1,-2.397899702E-2,1.238045096E-2,-2.850055695E-2,3.924983580E-2
3.560920770E1,-2.138204128E-2,1.461660862E-2,1.687335968E-2,3.091192656E-2
3.561416364E1,-2.206370234E-3,1.022517681E-4,4.286956787E-2,4.292642979E-2
3.561911958E1,1.197446138E-2,-2.308994532E-3,6.881713867E-3,1.400275568E-2
3.562407552E1,2.846693248E-2,2.426058054E-3,-2.994537354E-4,2.857169359E-2
3.562907380E1,-1.216387749E-2,1.662334800E-2,-1.929950714E-2,2.822705422E-2
3.563402968E1,-2.629796416E-2,2.827510238E-2,-4.051494598E-2,5.596896623E-2
3.563898562E1,7.149860263E-3,1.615121961E-2,4.959106445E-3,1.834598412E-2
3.564394161E1,-1.194670796E-2,1.843383908E-2,2.154445648E-2,3.076839059E-2
3.564889750E1,2.394154668E-3,8.794754744E-3,7.109642029E-3,1.155970144E-2
3.565385343E1,-2.136340737E-2,1.559197903E-3,-4.824638367E-3,2.195685333E-2
3.565877062E1,-2.581490576E-2,3.886163235E-3,-3.804111481E-2,4.613716550E-2
3.566372651E1,-4.123307765E-3,1.804527640E-2,2.662658691E-3,1.870089353E-2
3.566868244E1,1.495897770E-2,1.310822368E-2,1.927089691E-2,2.769411507E-2
3.567363838E1,2.430251986E-2,9.821653366E-4,1.911830902E-2,3.093682046E-2
3.567859432E1,-9.212240577E-3,-1.094013453E-2,-1.667213440E-2,2.196615545E-2
3.568355020E1,-2.342009917E-2,-3.706768155E-2,-1.652812958E-2,4.685822370E-2
3.568849890E1,4.952549934E-4,-3.536671400E-3,-4.489517212E-2,4.503698260E-2
3.569345484E1,7.479064167E-3,1.286000013E-3,-4.214668274E-2,4.282444469E-2
3.569841078E1,-9.249813855E-3,8.366852999E-3,-2.991485596E-2,3.241082986E-2
3.570336672E1,2.874378860E-2,-1.136213541E-3,8.339881897E-3,2.995079288E-2
3.570832265E1,-1.431268081E-2,1.316800714E-2,2.727317810E-2,3.349739524E-2
3.571327854E1,2.455681562E-3,1.170367002E-3,3.179740906E-2,3.191356065E-2
3.571825114E1,-7.024444640E-3,-1.780140400E-2,3.152942657E-2,3.688275406E-2
3.572320708E1,1.670634001E-2,-3.435879946E-3,7.513999939E-3,1.863779125E-2
3.572816296E1,-7.401965559E-3,2.271366119E-2,1.695632935E-2,2.929533416E-2
3.573311890E1,-9.880363941E-3,-5.939930677E-3,2.156543732E-2,2.445347531E-2
3.573807479E1,2.340223640E-2,-3.499209881E-3,2.381324768E-3,2.378192267E-2
3.574303078E1,6.594948471E-3,1.297295094E-3,1.186180115E-2,1.363373193E-2
3.574802442E1,-5.768200383E-2,6.053149700E-3,2.261161804E-3,5.804280351E-2
3.575298036E1,-5.023904145E-3,-1.308920979E-2,1.650047302E-2,2.165254340E-2
3.575793630E1,-2.696022391E-3,-4.392305017E-2,4.012203217E-2,5.955065355E-2
3.576289224E1,1.938827336E-3,-5.661487579E-3,3.504276276E-2,3.555005928E-2
3.576784812E1,-7.612161338E-3,-2.462857962E-2,3.000068665E-2,3.955443254E-2
3.577280406E1,-2.901425213E-2,8.979588747E-3,-4.389762878E-2,5.338034894E-2
3.577774166E1,-2.702437341E-3,1.609918475E-2,2.535629272E-2,3.015673222E-2
3.578269760E1,-3.383308649E-4,-2.915412188E-2,1.326656342E-2,3.203246783E-2
3.578765349E1,1.150438935E-2,-3.359386325E-2,1.315307617E-2,3.786689894E-2
3.579260942E1,6.600163877E-3,3.084123135E-2,2.967262268E-2,4.330367480E-2
3.579756536E1,-1.959002391E-2,2.344724536E-2,-2.283573151E-2,3.814463245E-2
3.580252130E1,-2.645929158E-2,2.091845870E-2,8.233070374E-3,3.471972743E-2
3.580747635E1,-4.891641438E-3,-2.995342016E-3,1.291465759E-2,1.413112205E-2
3.581243229E1,2.240493894E-3,-7.834494114E-3,3.656864166E-2,3.746551299E-2
3.581738817E1,-2.148991078E-2,-1.968258619E-2,1.963710785E-2,3.514024003E-2
3.582234411E1,-1.413546875E-2,4.226237535E-3,-2.091121674E-2,2.559202114E-2
3.582730005E1,-1.870051399E-2,2.096536756E-2,-3.262233734E-2,4.305197735E-2
3.583225599E1,1.467759907E-2,1.127895713E-2,-1.097011566E-2,2.151720767E-2
3.583719859E1,-1.163529605E-2,6.449937820E-3,-2.750778198E-2,3.055584857E-2
3.584215448E1,-1.866920665E-2,1.686424017E-3,3.602027893E-3,1.908816146E-2
3.584711041E1,-2.332197502E-2,-1.251348853E-2,2.494812012E-2,3.637183817E-2
3.585206635E1,-6.635017693E-3,8.908897638E-3,-2.039051056E-2,2.321992329E-2
3.585702229E1,-2.326448634E-2,-6.261169910E-4,-2.022266388E-2,3.083155010E-2
3.586197822E1,-2.790738642E-2,-1.960915327E-2,-2.480506897E-2,4.217383733E-2
3.586694588E1,-1.825856790E-2,-1.467853785E-2,6.283760071E-3,2.425531727E-2
3.587190182E1,-1.537479460E-3,-3.127753735E-4,1.335906982E-2,1.345088912E-2
3.587685770E1,1.034875214E-2,9.129852057E-3,2.037715912E-2,2.461055634E-2
3.588181369E1,-3.957757726E-2,-5.287259817E-3,3.208827972E-2,5.122496885E-2
3.588676958E1,-3.450861201E-2,-3.148677945E-2,-3.231239319E-2,5.680098887E-2
3.589172552E1,1.087892801E-2,1.149979234E-2,-2.491474152E-2,2.951847969E-2
3.589668619E1,-1.145467162E-3,2.324536443E-2,-9.498596191E-4,2.329294519E-2
3.590164213E1,2.491058409E-2,2.301579714E-2,-1.994323730E-2,3.934459089E-2
3.590659802E1,2.942138910E-2,1.093631983E-2,-2.452754974E-2,3.983493347E-2
3.591155395E1,5.390711129E-3,3.221461177E-2,8.934974670E-3,3.386258629E-2
3.591650989E1,-1.863963902E-3,2.243381739E-2,2.786540985E-2,3.582222202E-2
3.592146583E1,5.195051432E-3,-1.347401738E-2,-3.243446350E-3,1.480059620E-2
3.592641661E1,2.654935420E-2,-1.820009947E-2,-5.588531494E-3,3.267022365E-2
3.593137255E1,-9.362220764E-3,-3.857135773E-3,-2.454280853E-2,2.654954095E-2
3.593632843E1,-9.289734066E-3,-8.637994528E-3,-2.955436707E-3,1.302492666E-2
3.594128437E1,-1.634319127E-2,-2.047994733E-2,-5.304336548E-3,2.673320276E-2
3.594624031E1,4.408136010E-4,2.014243603E-2,-2.888679504E-3,2.035329249E-2
3.595119625E1,1.235719025E-2,1.526570320E-2,9.010314941E-3,2.160850806E-2
3.595612599E1,7.469356060E-3,-6.251096725E-3,1.131153107E-2,1.492709702E-2
3.596108192E1,-9.306065738E-3,1.271772385E-2,-6.551742554E-4,1.577252715E-2
3.596603786E1,-2.130754292E-3,1.022562385E-2,1.727104187E-3,1.058708580E-2
3.597099380E1,-2.597992867E-2,-6.575763226E-3,-1.491165161E-2,3.066846442E-2
3.597594974E1,2.683192492E-3,2.971410751E-3,6.592750549E-3,7.713181160E-3
3.598090567E1,-4.498459399E-3,-4.086524248E-3,3.741550446E-2,3.790588069E-2
3.598589140E1,-6.847232580E-3,-3.254234791E-2,2.047443390E-2,3.905241919E-2
3.599084734E1,7.453680038E-3,-1.567780972E-2,3.455829620E-2,3.867333578E-2
3.599580322E1,4.979506135E-3,8.172899485E-3,1.764392853E-2,2.007236860E-2
3.600075916E1,-6.919354200E-3,1.284569502E-2,-8.634567261E-3,1.695420582E-2
3.600571510E1,2.583183348E-3,-2.293050289E-2,-6.184577942E-3,2.388995193E-2
3.601067104E1,-4.738318175E-2,-1.559692621E-2,-6.133079529E-3,5.025977203E-2
3.601562880E1,5.239523947E-3,-1.249402761E-3,-3.704071045E-3,6.537106452E-3
3.602058474E1,1.463817805E-2,8.305072784E-3,-1.792812347E-2,2.459000004E-2
3.602554062E1,-1.642050594E-2,1.540365815E-2,-1.778030396E-2,2.868875927E-2
3.603049656E1,-4.464529455E-3,2.714297175E-2,1.087474823E-2,2.957926787E-2
3.603545250E1,-1.396600530E-2,2.213042974E-2,6.034851074E-3,2.685562608E-2
3.604040843E1,-2.571082115E-2,1.016223431E-2,2.023410797E-2,3.425983736E-2
3.604536296E1,7.732123137E-3,5.341768265E-3,2.956581116E-2,3.102349764E-2
3.605031890E1,-9.017072618E-3,-2.559512854E-2,2.932071686E-2,3.995150361E-2
3.605527484E1,-3.505251184E-2,-6.336003542E-3,1.482105255E-2,3.858091660E-2
3.606023073E1,-1.811258867E-2,-8.616983891E-3,1.231956482E-2,2.353911547E-2
3.606518666E1,-1.804606989E-2,-6.024420261E-3,2.708435059E-3,1.921691699E-2
3.607014260E1,-2.268072590E-2,1.064476371E-2,-2.106857300E-2,3.273547143E-2
3.607508979E1,-2.241977677E-2,8.118689060E-3,2.424430847E-2,3.400508779E-2
3.608004573E1,-3.406955674E-2,5.666106939E-3,1.929187775E-2,3.956028326E-2
3.608500166E1,-2.434077114E-2,3.284901381E-3,-7.001876831E-3,2.553996860E-2
3.608995760E1,-1.954121888E-2,-1.087754965E-2,3.343582153E-2,4.022604235E-2
3.609491349E1,-1.223015413E-2,1.054525375E-3,-1.910305023E-2,2.270716235E-2
3.609986942E1,2.595243603E-2,-1.097145677E-2,-4.744434357E-2,5.518031837E-2
3.610482953E1,1.385165751E-2,-6.138980389E-3,-1.616573334E-2,2.215595699E-2
3.610978546E1,-2.185703442E-2,3.456860781E-3,-1.128387451E-2,2.483959871E-2
3.611474135E1,-7.533229887E-3,-3.682494164E-3,-3.969573975E-2,4.057169050E-2
3.611969729E1,1.382751763E-2,-3.636330366E-3,-2.036094666E-2,2.487953559E-2
3.612465322E1,2.078163624E-2,-1.074281335E-2,-2.019023895E-2,3.090194480E-2
3.612960916E1,-3.153741360E-3,-3.588408232E-3,-5.765914917E-3,7.487892429E-3
3.613456651E1,-1.026345044E-2,1.065921783E-2,-2.234458923E-2,2.679996283E-2
3.613952244E1,8.817002177E-3,1.306566596E-2,-5.535125732E-3,1.670595018E-2
3.614447838E1,3.016572446E-2,2.012547851E-2,-2.449607849E-2,4.376144054E-2
3.614943427E1,-2.713251859E-2,-8.532583714E-3,-1.004028320E-2,3.016265633E-2
3.615439020E1,-1.266255602E-2,-2.269846201E-2,-1.233196259E-2,2.876869486E-2
3.615934614E1,-1.958572865E-2,-1.062095165E-3,2.815055847E-2,3.431009698E-2
3.616428166E1,-1.232590899E-2,6.063014269E-3,-1.009178162E-2,1.704500603E-2
3.616923765E1,-1.938248426E-2,1.067596674E-2,-6.939125061E-2,7.283407597E-2
3.617419354E1,-9.694658220E-3,3.449618816E-3,-5.693531036E-2,5.785772061E-2
3.617914948E1,2.308726311E-3,-8.466809988E-3,-1.467313766E-1,1.469935848E-1
3.618410541E1,-3.812987730E-2,-3.577202559E-3,-1.265068054E-1,1.321766081E-1
3.618906135E1,-1.656327769E-2,-1.079201698E-3,-5.418968201E-2,5.667476052E-2
3.619405520E1,-1.410481334E-2,6.123900414E-3,-7.749557495E-2,7.900640514E-2
3.619901114E1,-1.391652972E-2,1.078808308E-2,-9.822845459E-2,9.979419736E-2
3.620396713E1,-2.096239105E-2,-1.074299216E-2,-1.401672363E-1,1.421326418E-1
